In the 20th century there was a huge increase in population which led to the current problem of overpopulation.	{"entities": [[0, 19, "DATE"]]}
The teacher did the test the week before Christmas which upset everyone in the class.	{"entities": [[25, 50, "DATE"]]}
I had a presentation last Friday, and the feedback came the following Monday.	{"entities": [[21, 32, "DATE"], [56, 76, "DATE"]]}
The book was placed on the table beside the window.	{"entities": [[0, 0, "DATE"]]}
The movie starts at quarter to five in the afternoon, ending two hours and a half later.	{"entities": [[17, 52, "DATE"], [61, 87, "DATE"]]}
The meeting room was quiet, and everyone was focused on their laptops.	{"entities": [[0, 0, "DATE"]]}
He will return from his trip in two weeks, just in time for the festival.	{"entities": [[29, 41, "DATE"]]}
The new product was launched on May 15, 2022. Customer feedback came in three months later, with a full release six months after the launch.	{"entities": [[29, 45, "DATE"], [72, 90, "DATE"], [112, 128, "DATE"]]}
See u in 5 min.	{"entities": [[9, 14, "DATE"]]}
The laptop screen was cracked after the fall.	{"entities": [[0, 0, "DATE"]]}
The car broke down on the side of the road.	{"entities": [[0, 0, "DATE"]]}
My son was born on September 15th, 1995. Graduated 18 years later, and started their first job 1 year after graduation.	{"entities": [[16, 40, "DATE"], [51, 65, "DATE"], [95, 118, "DATE"]]}
The package will arrive in 10 days aproximatedly.	{"entities": [[24, 34, "DATE"]]}
The ride finished in a flash	{"entities": [[18, 28, "DATE"]]}
The tree in the front yard has grown much taller than our neighbours.	{"entities": [[0, 0, "DATE"]]}
The shop opens at 10:00 AM and closes at eight in the afternoon.	{"entities": [[15, 26, "DATE"], [38, 63, "DATE"]]}
The city was shrouded in a thick fog that made it difficult to see more than a few feet in front of you. The streets were empty, except for a lone figure walking down the middle of the road. As they walked, the sound of dripping water echoed off the buildings, creating an eerie silence that seemed to swallow all other sounds. The air was cool and damp, with a hint of salt from the nearby ocean. The figure continued on, oblivious to the strange atmosphere, their footsteps echoing off the walls as they disappeared into the fog.	{"entities": [[0, 0, "DATE"]]}
The city of Paris is known for its stunning architecture, rich history and vibrant culture. The Eiffel Tower, one of the most iconic landmarks in the world, stands tall in the heart of the city. Visitors can explore the tower's iron latticework and enjoy breathtaking views of the city from its observation decks. In addition to its famous landmarks, Paris is also famous for its art museums, fashion industry, and romantic atmosphere.	{"entities": [[0, 0, "DATE"]]}
We need more chairs for the meeting, but the ones we have should be enough for now.	{"entities": [[0, 0, "DATE"]]}
The train departs at 18:45 PM, so you need to be at the station by six in the afternoon.	{"entities": [[18, 29, "DATE"], [64, 87, "DATE"]]}
The new store opens on the first Saturday of next month, and we’ll have a grand opening DATE two days later.	{"entities": [[27, 55, "DATE"], [94, 108, "DATE"]]}
I’m meeting Sarah on Monday afternoon, but we’ll probably meet again on Friday evening.	{"entities": [[18, 37, "DATE"], [69, 86, "DATE"]]}
Born on the island of Corsica to a family of Italian origin, Napoleon moved to mainland France in 1779 and was commissioned as an officer in the French Royal Army in 1785.	{"entities": [[95, 102, "DATE"], [163, 170, "DATE"]]}
The war started on the 20th June 1939 with the first victory for France in the following month. Two years after the beginning, the war reached its conclusion.	{"entities": [[23, 37, "DATE"], [75, 95, "DATE"], [96, 111, "DATE"]]}
He loves to paint abstract art in his studio.	{"entities": [[0, 0, "DATE"]]}
I was born on December 5th, 1990, and graduated college in 2012.	{"entities": [[11, 32, "DATE"], [56, 63, "DATE"]]}
The train leaves at 8:15 AM, but we should arrive at the station at least 30 minutes before departure.	{"entities": [[17, 27, "DATE"], [74, 91, "DATE"]]}
New Year's Day occurred on January 1st, 2023. Summer vacation started six months later, with school beginning a week before its end.	{"entities": [[0, 14, "DATE"], [27, 45, "DATE"], [46, 52, "DATE"], [70, 86, "DATE"], [110, 123, "DATE"]]}
He started his new job on April 1st, and by the end of the month, he was already feeling settled in.	{"entities": [[23, 35, "DATE"], [41, 64, "DATE"]]}
The mountain was covered in snow, making it a beautiful sight.	{"entities": [[0, 0, "DATE"]]}
The sky was overcast, and a light breeze blew through the trees.	{"entities": [[0, 0, "DATE"]]}
The movie premieres on the 3rd of May, and the first reviews will come out two days later.	{"entities": [[27, 37, "DATE"], [75, 89, "DATE"]]}
She enjoys listening to classical music while working.	{"entities": [[0, 0, "DATE"]]}
The meeting starts at twenty to 8 in the morning and it should last about 20 minutes so it won't take long.	{"entities": [[22, 48, "DATE"], [63, 84, "DATE"]]}
My flight to Paris is scheduled for next Tuesday at 6:30 PM, and I’ll be back by Friday night.	{"entities": [[36, 59, "DATE"], [78, 93, "DATE"]]}
Payment is due 30 days after the invoice is issued.	{"entities": [[15, 28, "DATE"]]}
Congressional leaders are also putting pressure on Nvidia. On Wednesday, the House Select Committee on the Chinese Communist Party, which focuses on national security threats from China, opened an investigation into Nvidia’s sale of chips across Asia.	{"entities": [[59, 71, "DATE"]]}
I’m getting married on June 10th and my honeymoon starts the next day.	{"entities": [[20, 32, "DATE"], [57, 69, "DATE"]]}
Bitcoin reclaimed the $90,000 level for the first time since March as investors jumped into the crypto for a second day amid turbulence in the stock market.	{"entities": [[55, 66, "DATE"]]}
I know, right? Last time we talked was like three months ago! I’ve been pretty busy with work. But I finally took a day off last Friday to relax and just do nothing. How about you?	{"entities": [[44, 60, "DATE"], [124, 135, "DATE"]]}
Napoleon Bonaparte (born Napoleone Buonaparte; 15 August 1769 – 5 May 1821), later known by his regnal name Napoleon I, was a French general and statesman who rose to prominence during the French Revolution and led a series of military campaigns across Europe during the French Revolutionary and Napoleonic Wars from 1796 to 1815.	{"entities": [[47, 61, "DATE"], [64, 74, "DATE"], [189, 206, "DATE"], [271, 291, "DATE"], [296, 311, "DATE"], [312, 329, "DATE"]]}
My favorite color is blue, and I wear it often.	{"entities": [[0, 0, "DATE"]]}
The cat sat lazily on the windowsill, watching the birds outside.	{"entities": [[0, 0, "DATE"]]}
I cannot find my keys; they must be somewhere around here.	{"entities": [[0, 0, "DATE"]]}
Tomorrow there is a party at my neighbour's house which I was invited so I will arrive at 11 o'clock to help with the preparations.	{"entities": [[0, 8, "DATE"], [87, 100, "DATE"]]}
They decided to go on a road trip, but couldn’t agree on the destination.	{"entities": [[0, 0, "DATE"]]}
The office was empty, with only a few papers scattered across the desk.	{"entities": [[0, 0, "DATE"]]}
The phone rang, but no one answered it.	{"entities": [[0, 0, "DATE"]]}
The second Monday of the month I am going to visit London and I will be back two weeks later.	{"entities": [[4, 30, "DATE"], [77, 92, "DATE"]]}
Our flight to New York departs in 3 days, and we’re expected to land on Sunday.	{"entities": [[31, 40, "DATE"], [69, 78, "DATE"]]}
The meeting is scheduled for 3 PM next Tuesday, and we’re aiming to finish by five o'clock.	{"entities": [[29, 46, "DATE"], [75, 90, "DATE"]]}
She enjoys reading mystery novels in her free time.	{"entities": [[0, 0, "DATE"]]}
I’ll meet you at the coffee shop on Friday morning, around 9:00 AM. We can chat for an hour before I head to work.	{"entities": [[33, 67, "DATE"], [80, 91, "DATE"]]}
The last game we played I ended up losing control of the situation.	{"entities": [[0, 0, "DATE"]]}
Now is the best moment to buy stocks.	{"entities": [[0, 3, "DATE"]]}
They are spending billions of dollars to develop cutting-edge technology that will revolutionize the industry.	{"entities": [[0, 0, "DATE"]]}
The factory operated continuously from 1985-1990 before closing down for renovations.	{"entities": [[39, 43, "DATE"], [44, 48, "DATE"]]}
I got a mark of 120 in the last test I did in class.	{"entities": [[0, 0, "DATE"]]}
The 7 wonders of the ancient world continue to fascinate historians and travelers alike.	{"entities": [[0, 0, "DATE"]]}
6 times 8 is 48.	{"entities": [[0, 0, "DATE"]]}
All i can think of now is how great my holidays are going to be.	{"entities": [[19, 22, "DATE"]]}
The team had scored 100 points in a flash.	{"entities": [[31, 41, "DATE"]]}
My favourite holiday of the year is Christmas because I get to receive many presents.	{"entities": [[36, 45, "DATE"]]}
My friend said Friday was a great day to meet to hang out.	{"entities": [[15, 21, "DATE"]]}
The conference will take place from March 15 to March 18 next year.	{"entities": [[36, 44, "DATE"], [48, 56, "DATE"], [57, 66, "DATE"]]}
We went hiking last weekend and was horrendous, and now the weather is perfect for it.	{"entities": [[15, 27, "DATE"], [52, 55, "DATE"]]}
Her birthday is on July 4th, and we plan to celebrate with a barbecue.	{"entities": [[16, 27, "DATE"]]}
The new software update was released two days ago and fixed many bugs.	{"entities": [[37, 49, "DATE"]]}
I have an appointment scheduled at 3:30 PM tomorrow.	{"entities": [[32, 51, "DATE"]]}
The last season of the TV show they were airing was amazing, it had like 5 cliffhangers.	{"entities": [[0, 0, "DATE"]]}
They moved into their new house on September 1st, 2023.	{"entities": [[32, 54, "DATE"]]}
I’m heading out now, so I’ll call you once I arrive.	{"entities": [[16, 19, "DATE"]]}
He’s working remotely now instead of commuting every day.	{"entities": [[22, 25, "DATE"]]}
The released an early version of their software but it still had some bugs.	{"entities": [[0, 0, "DATE"]]}
This year is my last, I am graduating after four years of suffering.	{"entities": [[0, 9, "DATE"], [38, 54, "DATE"]]}
The project could now take weeks before completion since the manager fired one of the workers.	{"entities": [[18, 21, "DATE"], [27, 32, "DATE"]]}
The 21st century has seen rapid advancements in technology.	{"entities": [[4, 16, "DATE"]]}
People in the 18th century used candles for lighting.	{"entities": [[14, 26, "DATE"]]}
By the end of the century, climate change could be irreversible.	{"entities": [[0, 25, "DATE"]]}
The cathedral was built in the 12th century and still stands today.	{"entities": [[31, 43, "DATE"], [61, 66, "DATE"]]}
The book explores political thought over the last two centuries.	{"entities": [[45, 63, "DATE"]]}
Apple is one of the most prolific companies in the 21st century.	{"entities": [[51, 63, "DATE"]]}
The last meeting we had was 5 years ago and we have had no meeting since.	{"entities": [[28, 39, "DATE"]]}
John met with executives from Microsoft last Friday to discuss the new project.	{"entities": [[40, 51, "DATE"]]}
Angela Merkel visited Japan in March 2019 to strengthen diplomatic ties.	{"entities": [[28, 41, "DATE"]]}
Apple released the iPhone 15 on September 12th, 2023, breaking previous sales records.	{"entities": [[29, 52, "DATE"]]}
Amazon will launch its drone delivery service in Canada by the end of 2025.	{"entities": [[56, 74, "ORG"]]}
Tesla plans to expand its factories in Germany next year.	{"entities": [[47, 56, "DATE"]]}
Sundar Pichai announced Google’s new AI features last Thursday at the developer conference.	{"entities": [[49, 62, "DATE"]]}
A group of Florida lawmakers introduced legislation this month to grant Elian American citizenship, which would take the decision about Elian's future away from INS and give it to a Florida family court. Support for the bill has been waning.	{"entities": [[52, 62, "DATE"]]}
Kopp also has been linked, through DNA testing, to a strand of hair found near where the sniper fired, law enforcement sources have said.	{"entities": []}
Gonzalez said he would go get his son alone if U.S. authorities promised they would turn Elian over to him immediately and allow them to fly back to Cuba right away, Castro said Sunday.	{"entities": [[178, 184, "DATE"]]}	
Reed is paying an interim dividend of 4.6 pence, up 15% from 4 pence a year earlier.	{"entities": [[69, 83, "DATE"]]}
And powerful political pressures may convince the Conservative government to keep its so-called golden share, which limits any individual holding to 15%, until the restriction expires on Dec. 31, 1990.	{"entities": [[187, 200, "DATE"]]}
The Miami relatives could also request a rehearing before the same three-judge panel that issued Thursday's ruling, or before the entire 11th U.S. Circuit Court of Appeal. But Thursday's decision made it clear the family has only 14 days to decide whether to request a rehearing at that level.	{"entities": [[97, 105, "DATE"], [176, 184, "DATE"], [230, 237, "DATE"]]}
Poland, the Czech Republic and Hungary, who were invited to join NATO in Madrid in July 1997, will officially join NATO on March 12 in a ceremony in Independence, Missouri.	{"entities": [[83, 92, "DATE"], [123, 131, "DATE"]]}
The offer, which was due to expire yesterday, is conditional on 50.1% of Dunkin' common shares, on a fully diluted basis, being tendered and on the withdrawal of the company's poison pill rights plan.	{"entities": [[35, 44, "DATE"]]}
In Tokyo, stocks closed lower but above intraday lows in active trading. The Nikkei index was pressured down by profit-taking triggered by sharp advances made through this week and fell 151.20 points to 35527.29.	{"entities": [[167, 176, "DATE"]]}
For the past two months, Elian's father has demanded that the boy be returned to him in Cuba, and the U.S. government has said that father and son should be reunited.	{"entities": [[4, 23, "DATE"]]}
There was a suspicion the body was Blassie because his uniform and ID card were found near the body in Vietnam. But subsequently, they were lost. Blassie's mother now wants the remains in the tomb tested for DNA.	{"entities": [[163, 166, "DATE"]]}
The following month, the company put itself up for sale. It received more offers, but the auction was surprisingly won by IMA, which bid $28 a share and asked Mr. Gilleland to stay on as an equity participant. He indicated that some assets might be sold off to service the debt.	{"entities": [[0, 19, "DATE"]]}
The Dutch chemical group said net income gained to 235 million guilders ($113.2 million), or 6.70 guilders a share, from 144 million guilders, or 4.10 guilders a share, a year ago.	{"entities": [[169, 179, "DATE"]]}
GM sought U.S. antitrust clearance last week to purchase more than $15 million worth of Jaguar shares but doesn't own any yet, according to GM officials here and at the company's Detroit headquarters. The No. 1 U.S. auto maker then wrote Jaguar that it intends "to go to that 15%" level once it wins the U.S. clearance to go beyond $15 million, a Jaguar spokesman said yesterday.	{"entities": [[35, 44, "DATE"], [369, 378, "DATE"]]}
Valley Federal is currently being examined by regulators. New loans continue to slow; they were $6.6 million this year compared with $361.8 million a year ago. The thrift has assets of $3.2 billion.	{"entities": [[18, 27, "DATE"], [109, 118, "DATE"], [148, 158, "DATE"]]}
In Revolution Square, they put up a giant cross today. And right across from the Cuban revolutionary icon Che Guevara, they now have a giant portrait of Jesus. Above it in Spanish, Jesus, in you we believe.	{"entities": [[48, 53, "DATE"], [124, 127, "DATE"]]}
