Las luces parpadearon exactamente a la medianoche.	{"entities": [[22, 49, "TEMP_EXP"]]}
El próximo martes por la tarde, tenemos una visita al sitio.	{"entities": [[0, 30, "TEMP_EXP"]]}
Nos volveremos a contactar una semana después del lanzamiento del producto.	{"entities": [[27, 74, "TEMP_EXP"]]}
La playa tiene agua cristalina.	{"entities": []}
El archivo está guardado en los archivos de junio de 2021.	{"entities": [[44, 57, "TEMP_EXP"]]}
El café sabe amargo sin azúcar.	{"entities": []}
El borrador final vence la noche del primer día hábil después del feriado.	{"entities": [[24, 73, "TEMP_EXP"]]}
Nuestro próximo viaje está planeado para agosto de 2025.	{"entities": [[41, 55, "TEMP_EXP"]]}
Unos días antes de mi cumpleaños, me dio la noticia.	{"entities": [[0, 32, "TEMP_EXP"]]}
Revisaremos tu solicitud el primer lunes después del próximo fin de semana largo, a las 10:30 AM.	{"entities": [[25, 96, "TEMP_EXP"]]}
El boleto tiene un código de barras único.	{"entities": []}
Dentro de tres horas tendremos una respuesta clara.	{"entities": [[0, 20, "TEMP_EXP"]]}
El fotógrafo capturó una imagen impresionante.	{"entities": []}
Las botas tienen una suela resistente.	{"entities": []}
El cierre de la chaqueta está atascado.	{"entities": []}
Estamos planeando un picnic alrededor del cinco de mayo.	{"entities": [[28, 55, "TEMP_EXP"]]}
La factura vence el día 15.	{"entities": [[17, 26, "TEMP_EXP"]]}
El proyecto termina en la primera semana de septiembre.	{"entities": [[23, 54, "TEMP_EXP"]]}
Mi turno termina a las 10 de la noche.	{"entities": [[17, 37, "TEMP_EXP"]]}
Nevó intensamente el enero pasado.	{"entities": [[18, 33, "TEMP_EXP"]]}
El grifo dispensa agua suavemente.	{"entities": []}
Los vi por última vez a principios de 2020.	{"entities": [[22, 42, "TEMP_EXP"]]}
El teléfono tiene una pantalla de alta resolución.	{"entities": []}
Esta chaqueta ofrece gran aislamiento.	{"entities": []}
Sus aretes se balanceaban al girar.	{"entities": []}
La chaqueta es resistente al viento.	{"entities": []}
El guante queda ajustado.	{"entities": []}
Lanzaremos el parche el tercer viernes de julio.	{"entities": [[21, 47, "TEMP_EXP"]]}
Solemos viajar a las montañas en invierno.	{"entities": [[30, 41, "TEMP_EXP"]]}
El teclado tiene teclas retroiluminadas.	{"entities": []}
Planeamos lanzar el producto el primer sábado después del día bisiesto, a las 5 PM.	{"entities": [[29, 82, "TEMP_EXP"]]}
La renta subió el mes pasado.	{"entities": [[15, 28, "TEMP_EXP"]]}
Ella llegó anteayer.	{"entities": [[11, 19, "TEMP_EXP"]]}
La fecha límite es exactamente en una semana.	{"entities": [[19, 44, "TEMP_EXP"]]}
La alfombra tiene un diseño intrincado.	{"entities": []}
A principios de julio, el contrato debería estar finalizado.	{"entities": [[0, 21, "TEMP_EXP"]]}
A mediados de diciembre, normalmente vemos un aumento en ventas.	{"entities": [[0, 23, "TEMP_EXP"]]}
El edificio está en una colina.	{"entities": []}
El cartel cuelga en la pared de la sala.	{"entities": []}
Recibirás la confirmación mañana por la tarde.	{"entities": [[26, 45, "TEMP_EXP"]]}
